Date,Shop_ID,Shop_Name,City,Product_ID,Product_Name,Category,Supplier_Name,Quantity_Stocked,Quantity_Sold,Price_per_Unit (₹),Revenue (₹),Wastage_Units,Storage_Type,Feedback_Score
2025-07-23,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,32,20,25.0,500.0,12,Ambient,3
2025-07-23,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,63,57,35.0,1995.0,6,Ambient,4
2025-07-23,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,28,28,420.0,11760.0,0,Ambient,4
2025-07-23,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,44,33,155.0,5115.0,11,Ambient,4
2025-07-23,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,37,26,20.0,520.0,11,Ambient,4
2025-07-23,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,49,28,40.0,1120.0,21,Refrigerated,3
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,63,54,42.0,2268.0,9,Refrigerated,3
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,24,13,38.0,494.0,11,Ambient,3
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,25,17,240.0,4080.0,8,Ice Box,3
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,48,29,72.0,2088.0,19,Refrigerated,3
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,52,44,25.0,1100.0,8,Ambient,4
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,48,35,35.0,1225.0,13,Ambient,3
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,49,46,420.0,19320.0,3,Ambient,5
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,43,26,155.0,4030.0,17,Ambient,2
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,17,10,20.0,200.0,7,Ambient,3
2025-07-24,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,21,15,40.0,600.0,6,Refrigerated,3
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,69,63,42.0,2646.0,6,Refrigerated,5
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,23,22,38.0,836.0,1,Ambient,4
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,28,16,240.0,3840.0,12,Ice Box,2
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,66,38,72.0,2736.0,28,Refrigerated,3
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,30,22,25.0,550.0,8,Ambient,4
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,44,28,35.0,980.0,16,Ambient,3
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,26,17,420.0,7140.0,9,Ambient,3
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,22,20,155.0,3100.0,2,Ambient,5
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,27,14,20.0,280.0,13,Ambient,3
2025-07-25,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,27,25,40.0,1000.0,2,Refrigerated,5
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,44,28,42.0,1176.0,16,Refrigerated,2
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,20,18,38.0,684.0,2,Ambient,5
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,57,52,240.0,12480.0,5,Ice Box,5
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,56,43,72.0,3096.0,13,Refrigerated,3
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,60,48,25.0,1200.0,12,Ambient,4
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,35,25,35.0,875.0,10,Ambient,4
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,27,20,420.0,8400.0,7,Ambient,3
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,27,14,155.0,2170.0,13,Ambient,2
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,46,41,20.0,820.0,5,Ambient,4
2025-07-26,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,32,21,40.0,840.0,11,Refrigerated,3
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,25,23,42.0,966.0,2,Refrigerated,5
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,31,30,38.0,1140.0,1,Ambient,4
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,35,24,240.0,5760.0,11,Ice Box,2
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,52,52,72.0,3744.0,0,Refrigerated,4
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,40,32,25.0,800.0,8,Ambient,3
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,59,32,35.0,1120.0,27,Ambient,3
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,15,12,420.0,5040.0,3,Ambient,4
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,18,18,155.0,2790.0,0,Ambient,4
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,41,38,20.0,760.0,3,Ambient,5
2025-07-27,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,16,12,40.0,480.0,4,Refrigerated,3
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,28,24,42.0,1008.0,4,Refrigerated,3
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,46,38,38.0,1444.0,8,Ambient,4
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,58,54,240.0,12960.0,4,Ice Box,4
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,33,22,72.0,1584.0,11,Refrigerated,3
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,40,26,25.0,650.0,14,Ambient,2
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,24,24,35.0,840.0,0,Ambient,5
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,32,23,420.0,9660.0,9,Ambient,4
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,25,21,155.0,3255.0,4,Ambient,3
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,40,22,20.0,440.0,18,Ambient,2
2025-07-28,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,29,15,40.0,600.0,14,Refrigerated,2
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,52,32,42.0,1344.0,20,Refrigerated,3
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,47,43,38.0,1634.0,4,Ambient,5
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,28,25,240.0,6000.0,3,Ice Box,3
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,28,16,72.0,1152.0,12,Refrigerated,2
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,34,34,25.0,850.0,0,Ambient,4
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,23,21,35.0,735.0,2,Ambient,5
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,44,38,420.0,15960.0,6,Ambient,4
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,17,15,155.0,2325.0,2,Ambient,4
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,28,24,20.0,480.0,4,Ambient,4
2025-07-29,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,24,23,40.0,920.0,1,Refrigerated,4
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,47,29,42.0,1218.0,18,Refrigerated,2
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,57,50,38.0,1900.0,7,Ambient,3
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,50,31,240.0,7440.0,19,Ice Box,3
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,30,23,72.0,1656.0,7,Refrigerated,4
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,42,32,25.0,800.0,10,Ambient,3
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,24,16,35.0,560.0,8,Ambient,2
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,50,45,420.0,18900.0,5,Ambient,4
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,38,36,155.0,5580.0,2,Ambient,4
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,31,17,20.0,340.0,14,Ambient,3
2025-07-30,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,20,14,40.0,560.0,6,Refrigerated,3
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,24,23,42.0,966.0,1,Refrigerated,4
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,65,61,38.0,2318.0,4,Ambient,4
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,49,38,240.0,9120.0,11,Ice Box,3
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,42,41,72.0,2952.0,1,Refrigerated,5
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,38,26,25.0,650.0,12,Ambient,2
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,70,51,35.0,1785.0,19,Ambient,3
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,20,17,420.0,7140.0,3,Ambient,4
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,15,13,155.0,2015.0,2,Ambient,4
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,28,20,20.0,400.0,8,Ambient,3
2025-07-31,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,40,28,40.0,1120.0,12,Refrigerated,4
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,33,33,42.0,1386.0,0,Refrigerated,4
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,43,32,38.0,1216.0,11,Ambient,4
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,35,28,240.0,6720.0,7,Ice Box,3
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,34,27,72.0,1944.0,7,Refrigerated,4
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,47,32,25.0,800.0,15,Ambient,2
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,25,24,35.0,840.0,1,Ambient,5
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,33,25,420.0,10500.0,8,Ambient,4
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,41,32,155.0,4960.0,9,Ambient,3
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,45,26,20.0,520.0,19,Ambient,2
2025-08-01,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,45,26,40.0,1040.0,19,Refrigerated,2
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,25,18,42.0,756.0,7,Refrigerated,3
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,27,20,38.0,760.0,7,Ambient,4
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,51,37,240.0,8880.0,14,Ice Box,3
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,49,31,72.0,2232.0,18,Refrigerated,3
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,41,37,25.0,925.0,4,Ambient,5
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,47,29,35.0,1015.0,18,Ambient,2
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,15,15,420.0,6300.0,0,Ambient,4
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,30,16,155.0,2480.0,14,Ambient,2
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,33,31,20.0,620.0,2,Ambient,5
2025-08-02,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,50,45,40.0,1800.0,5,Refrigerated,4
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,64,47,42.0,1974.0,17,Refrigerated,4
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,43,37,38.0,1406.0,6,Ambient,3
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,36,35,240.0,8400.0,1,Ice Box,4
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,32,17,72.0,1224.0,15,Refrigerated,2
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,69,44,25.0,1100.0,25,Ambient,3
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,44,33,35.0,1155.0,11,Ambient,3
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,30,20,420.0,8400.0,10,Ambient,2
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,17,10,155.0,1550.0,7,Ambient,3
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,32,20,20.0,400.0,12,Ambient,3
2025-08-03,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,25,13,40.0,520.0,12,Refrigerated,3
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,35,29,42.0,1218.0,6,Refrigerated,4
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,41,25,38.0,950.0,16,Ambient,3
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,42,38,240.0,9120.0,4,Ice Box,5
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,51,38,72.0,2736.0,13,Refrigerated,4
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,28,27,25.0,675.0,1,Ambient,4
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,28,21,35.0,735.0,7,Ambient,4
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,41,22,420.0,9240.0,19,Ambient,2
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,41,28,155.0,4340.0,13,Ambient,2
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,44,41,20.0,820.0,3,Ambient,5
2025-08-04,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,26,25,40.0,1000.0,1,Refrigerated,4
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,23,23,42.0,966.0,0,Refrigerated,5
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,26,14,38.0,532.0,12,Ambient,3
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,55,54,240.0,12960.0,1,Ice Box,5
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,30,26,72.0,1872.0,4,Refrigerated,4
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,69,38,25.0,950.0,31,Ambient,2
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,20,13,35.0,455.0,7,Ambient,2
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,23,16,420.0,6720.0,7,Ambient,2
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,40,31,155.0,4805.0,9,Ambient,4
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,39,21,20.0,420.0,18,Ambient,3
2025-08-05,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,24,15,40.0,600.0,9,Refrigerated,2
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,57,48,42.0,2016.0,9,Refrigerated,4
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,63,39,38.0,1482.0,24,Ambient,3
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,39,33,240.0,7920.0,6,Ice Box,4
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,34,23,72.0,1656.0,11,Refrigerated,2
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,67,55,25.0,1375.0,12,Ambient,4
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,44,41,35.0,1435.0,3,Ambient,4
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,31,29,420.0,12180.0,2,Ambient,4
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,33,26,155.0,4030.0,7,Ambient,3
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,50,36,20.0,720.0,14,Ambient,4
2025-08-06,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,41,36,40.0,1440.0,5,Refrigerated,3
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,48,40,42.0,1680.0,8,Refrigerated,4
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,35,34,38.0,1292.0,1,Ambient,4
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,34,34,240.0,8160.0,0,Ice Box,4
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,54,40,72.0,2880.0,14,Refrigerated,3
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,21,12,25.0,300.0,9,Ambient,2
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,61,56,35.0,1960.0,5,Ambient,4
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,31,23,420.0,9660.0,8,Ambient,4
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,27,23,155.0,3565.0,4,Ambient,4
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,20,13,20.0,260.0,7,Ambient,2
2025-08-07,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,43,40,40.0,1600.0,3,Refrigerated,4
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,51,41,42.0,1722.0,10,Refrigerated,4
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,28,18,38.0,684.0,10,Ambient,2
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,48,39,240.0,9360.0,9,Ice Box,3
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,42,27,72.0,1944.0,15,Refrigerated,2
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,54,44,25.0,1100.0,10,Ambient,4
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,50,36,35.0,1260.0,14,Ambient,3
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,39,24,420.0,10080.0,15,Ambient,2
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,38,26,155.0,4030.0,12,Ambient,3
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,30,23,20.0,460.0,7,Ambient,3
2025-08-08,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,45,24,40.0,960.0,21,Refrigerated,3
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,58,51,42.0,2142.0,7,Refrigerated,3
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,36,35,38.0,1330.0,1,Ambient,5
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,34,23,240.0,5520.0,11,Ice Box,3
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,23,17,72.0,1224.0,6,Refrigerated,4
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,67,56,25.0,1400.0,11,Ambient,3
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,26,21,35.0,735.0,5,Ambient,3
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,22,19,420.0,7980.0,3,Ambient,4
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,17,16,155.0,2480.0,1,Ambient,5
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,42,41,20.0,820.0,1,Ambient,5
2025-08-09,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,45,44,40.0,1760.0,1,Refrigerated,4
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,58,46,42.0,1932.0,12,Refrigerated,4
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,29,21,38.0,798.0,8,Ambient,3
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,69,62,240.0,14880.0,7,Ice Box,4
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,44,44,72.0,3168.0,0,Refrigerated,4
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,23,14,25.0,350.0,9,Ambient,3
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,56,31,35.0,1085.0,25,Ambient,3
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,42,31,420.0,13020.0,11,Ambient,3
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,23,20,155.0,3100.0,3,Ambient,4
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,47,47,20.0,940.0,0,Ambient,4
2025-08-10,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,43,25,40.0,1000.0,18,Refrigerated,2
2025-08-11,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,69,49,42.0,2058.0,20,Refrigerated,3
